"Iteration","dim: 256 - _step","dim: 256 - _step__MIN","dim: 256 - _step__MAX","dim: 256 - benchmarks/kl","dim: 256 - benchmarks/kl__MIN","dim: 256 - benchmarks/kl__MAX","dim: 256 - benchmarks/baseline_kl","dim: 256 - benchmarks/baseline_kl__MIN","dim: 256 - benchmarks/baseline_kl__MAX","dim: 64 - _step","dim: 64 - _step__MIN","dim: 64 - _step__MAX","dim: 64 - benchmarks/kl","dim: 64 - benchmarks/kl__MIN","dim: 64 - benchmarks/kl__MAX","dim: 64 - benchmarks/baseline_kl","dim: 64 - benchmarks/baseline_kl__MIN","dim: 64 - benchmarks/baseline_kl__MAX","dim: 32 - _step","dim: 32 - _step__MIN","dim: 32 - _step__MAX","dim: 32 - benchmarks/kl","dim: 32 - benchmarks/kl__MIN","dim: 32 - benchmarks/kl__MAX","dim: 32 - benchmarks/baseline_kl","dim: 32 - benchmarks/baseline_kl__MIN","dim: 32 - benchmarks/baseline_kl__MAX","dim: 16 - _step","dim: 16 - _step__MIN","dim: 16 - _step__MAX","dim: 16 - benchmarks/kl","dim: 16 - benchmarks/kl__MIN","dim: 16 - benchmarks/kl__MAX","dim: 16 - benchmarks/baseline_kl","dim: 16 - benchmarks/baseline_kl__MIN","dim: 16 - benchmarks/baseline_kl__MAX"
"11","8831","8831","8831","1109.8519287109375","1109.8519287109375","1109.8519287109375","0.2431992143392563","0.2431992143392563","0.2431992143392563","8831","8831","8831","8.018620491027832","8.018620491027832","8.018620491027832","0.05669580399990082","0.05669580399990082","0.05669580399990082","8831","8831","8831","1.3097758293151855","1.3097758293151855","1.3097758293151855","0.03319643810391426","0.03319643810391426","0.03319643810391426","9019","8829","9209","0.20807431042194366","0.19721797108650208","0.22875967621803284","0.01086203008890152","0.01086203008890152","0.01086203008890152"
"12","9672","9672","9672","1401.4835205078125","1401.4835205078125","1401.4835205078125","0.2431992143392563","0.2431992143392563","0.2431992143392563","9672","9672","9672","6.497055530548096","6.497055530548096","6.497055530548096","0.05669580399990082","0.05669580399990082","0.05669580399990082","9672","9672","9672","0.9776055812835693","0.9776055812835693","0.9776055812835693","0.03319643810391426","0.03319643810391426","0.03319643810391426","9860","9670","10050","0.18210294842720032","0.1735573709011078","0.18970757722854614","0.01086203008890152","0.01086203008890152","0.01086203008890152"
"13","10513","10513","10513","1485.27197265625","1485.27197265625","1485.27197265625","0.2431992143392563","0.2431992143392563","0.2431992143392563","10513","10513","10513","5.895919322967529","5.895919322967529","5.895919322967529","0.05669580399990082","0.05669580399990082","0.05669580399990082","10513","10513","10513","0.8355852365493774","0.8355852365493774","0.8355852365493774","0.03319643810391426","0.03319643810391426","0.03319643810391426","10701","10511","10891","0.115115487575531","0.1075899675488472","0.12430873513221741","0.01086203008890152","0.01086203008890152","0.01086203008890152"
"14","11354","11354","11354","1843.2872314453125","1843.2872314453125","1843.2872314453125","0.2431992143392563","0.2431992143392563","0.2431992143392563","11354","11354","11354","4.469589710235596","4.469589710235596","4.469589710235596","0.05669580399990082","0.05669580399990082","0.05669580399990082","11354","11354","11354","0.6821695566177368","0.6821695566177368","0.6821695566177368","0.03319643810391426","0.03319643810391426","0.03319643810391426","11542","11352","11732","0.1076402947306633","0.09706127643585205","0.11888772249221802","0.01086203008890152","0.01086203008890152","0.01086203008890152"
"15","12195","12195","12195","1555.09521484375","1555.09521484375","1555.09521484375","0.2431992143392563","0.2431992143392563","0.2431992143392563","12195","12195","12195","4.0940775871276855","4.0940775871276855","4.0940775871276855","0.05669580399990082","0.05669580399990082","0.05669580399990082","12195","12195","12195","0.6063528060913086","0.6063528060913086","0.6063528060913086","0.03319643810391426","0.03319643810391426","0.03319643810391426","12383","12193","12573","0.0934689998626709","0.08378394693136215","0.1050819456577301","0.01086203008890152","0.01086203008890152","0.01086203008890152"
"16","13036","13036","13036","1507.4500732421875","1507.4500732421875","1507.4500732421875","0.2431992143392563","0.2431992143392563","0.2431992143392563","13036","13036","13036","3.4905638694763184","3.4905638694763184","3.4905638694763184","0.05669580399990082","0.05669580399990082","0.05669580399990082","13036","13036","13036","0.519923985004425","0.519923985004425","0.519923985004425","0.03319643810391426","0.03319643810391426","0.03319643810391426","13224","13034","13414","0.07538440972566604","0.06668539345264435","0.082684226334095","0.01086203008890152","0.01086203008890152","0.01086203008890152"
"17","13877","13877","13877","1585.2879638671875","1585.2879638671875","1585.2879638671875","0.2431992143392563","0.2431992143392563","0.2431992143392563","13877","13877","13877","3.082772970199585","3.082772970199585","3.082772970199585","0.05669580399990082","0.05669580399990082","0.05669580399990082","13877","13877","13877","0.43046918511390686","0.43046918511390686","0.43046918511390686","0.03319643810391426","0.03319643810391426","0.03319643810391426","14065","13875","14255","0.07732447981834412","0.07112327963113785","0.08501938730478287","0.01086203008890152","0.01086203008890152","0.01086203008890152"
"18","14718","14718","14718","1625.8438720703125","1625.8438720703125","1625.8438720703125","0.2431992143392563","0.2431992143392563","0.2431992143392563","14718","14718","14718","2.757450580596924","2.757450580596924","2.757450580596924","0.05669580399990082","0.05669580399990082","0.05669580399990082","14718","14718","14718","0.31802013516426086","0.31802013516426086","0.31802013516426086","0.03319643810391426","0.03319643810391426","0.03319643810391426","14906","14716","15096","0.060290244221687314","0.05645041540265083","0.06542928516864777","0.01086203008890152","0.01086203008890152","0.01086203008890152"
"19","15559","15559","15559","1821.013427734375","1821.013427734375","1821.013427734375","0.2431992143392563","0.2431992143392563","0.2431992143392563","15559","15559","15559","2.214536190032959","2.214536190032959","2.214536190032959","0.05669580399990082","0.05669580399990082","0.05669580399990082","15559","15559","15559","0.27140527963638306","0.27140527963638306","0.27140527963638306","0.03319643810391426","0.03319643810391426","0.03319643810391426","15747","15557","15937","0.05119236633181572","0.04391644150018692","0.05640367791056633","0.01086203008890152","0.01086203008890152","0.01086203008890152"
"20","16400","16400","16400","2189.21826171875","2189.21826171875","2189.21826171875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16400","16400","16400","2.030790328979492","2.030790328979492","2.030790328979492","0.05669580399990082","0.05669580399990082","0.05669580399990082","16400","16400","16400","0.24754220247268677","0.24754220247268677","0.24754220247268677","0.03319643810391426","0.03319643810391426","0.03319643810391426","16588","16398","16778","0.0507410503923893","0.04432246461510658","0.06204592064023018","0.01086203008890152","0.01086203008890152","0.01086203008890152"
"21","16821","16821","16821","2189.302734375","2189.302734375","2189.302734375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16821","16821","16821","2.0330824851989746","2.0330824851989746","2.0330824851989746","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"22","16822","16822","16822","2182.3076171875","2182.3076171875","2182.3076171875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16822","16822","16822","2.0270557403564453","2.0270557403564453","2.0270557403564453","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"23","16823","16823","16823","2181.5078125","2181.5078125","2181.5078125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16823","16823","16823","2.032083511352539","2.032083511352539","2.032083511352539","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"24","16824","16824","16824","2174.732666015625","2174.732666015625","2174.732666015625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16824","16824","16824","2.017791748046875","2.017791748046875","2.017791748046875","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"25","16825","16825","16825","2193.554443359375","2193.554443359375","2193.554443359375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16825","16825","16825","2.0335540771484375","2.0335540771484375","2.0335540771484375","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"26","16826","16826","16826","2178.5966796875","2178.5966796875","2178.5966796875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16826","16826","16826","2.0334839820861816","2.0334839820861816","2.0334839820861816","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"27","16827","16827","16827","2190.3837890625","2190.3837890625","2190.3837890625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16827","16827","16827","1.9439513683319092","1.9439513683319092","1.9439513683319092","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"28","16828","16828","16828","2192.25244140625","2192.25244140625","2192.25244140625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16828","16828","16828","2.0816822052001953","2.0816822052001953","2.0816822052001953","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"29","16829","16829","16829","2181.75244140625","2181.75244140625","2181.75244140625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16829","16829","16829","2.0634889602661133","2.0634889602661133","2.0634889602661133","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"30","16830","16830","16830","2168.164306640625","2168.164306640625","2168.164306640625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16830","16830","16830","2.039069414138794","2.039069414138794","2.039069414138794","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"31","16831","16831","16831","2174.841552734375","2174.841552734375","2174.841552734375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16831","16831","16831","2.0943586826324463","2.0943586826324463","2.0943586826324463","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"32","16832","16832","16832","2186.14404296875","2186.14404296875","2186.14404296875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16832","16832","16832","2.0299296379089355","2.0299296379089355","2.0299296379089355","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"33","16833","16833","16833","2165.3671875","2165.3671875","2165.3671875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16833","16833","16833","2.0111136436462402","2.0111136436462402","2.0111136436462402","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"34","16834","16834","16834","2192.86376953125","2192.86376953125","2192.86376953125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16834","16834","16834","1.9624419212341309","1.9624419212341309","1.9624419212341309","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"35","16835","16835","16835","2192.78662109375","2192.78662109375","2192.78662109375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16835","16835","16835","2.016482353210449","2.016482353210449","2.016482353210449","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"36","16836","16836","16836","2196.115234375","2196.115234375","2196.115234375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16836","16836","16836","2.046692132949829","2.046692132949829","2.046692132949829","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"37","16837","16837","16837","2163.9814453125","2163.9814453125","2163.9814453125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16837","16837","16837","1.9933067560195923","1.9933067560195923","1.9933067560195923","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"38","16838","16838","16838","2189.36669921875","2189.36669921875","2189.36669921875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16838","16838","16838","2.072791814804077","2.072791814804077","2.072791814804077","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"39","16839","16839","16839","2181.478759765625","2181.478759765625","2181.478759765625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16839","16839","16839","2.015702962875366","2.015702962875366","2.015702962875366","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"40","16840","16840","16840","2184.353515625","2184.353515625","2184.353515625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16840","16840","16840","2.054962158203125","2.054962158203125","2.054962158203125","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"41","16841","16841","16841","2167.046630859375","2167.046630859375","2167.046630859375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16841","16841","16841","2.0061957836151123","2.0061957836151123","2.0061957836151123","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"42","16842","16842","16842","2187.85400390625","2187.85400390625","2187.85400390625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16842","16842","16842","2.021620273590088","2.021620273590088","2.021620273590088","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"43","16843","16843","16843","2170.930419921875","2170.930419921875","2170.930419921875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16843","16843","16843","2.030998468399048","2.030998468399048","2.030998468399048","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"44","16844","16844","16844","2198.375","2198.375","2198.375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16844","16844","16844","1.9791721105575562","1.9791721105575562","1.9791721105575562","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"45","16845","16845","16845","2182.6875","2182.6875","2182.6875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16845","16845","16845","2.008923053741455","2.008923053741455","2.008923053741455","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"46","16846","16846","16846","2180.5751953125","2180.5751953125","2180.5751953125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16846","16846","16846","1.971936821937561","1.971936821937561","1.971936821937561","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"47","16847","16847","16847","2167.3876953125","2167.3876953125","2167.3876953125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16847","16847","16847","1.9595654010772705","1.9595654010772705","1.9595654010772705","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"48","16848","16848","16848","2193.58056640625","2193.58056640625","2193.58056640625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16848","16848","16848","2.0555176734924316","2.0555176734924316","2.0555176734924316","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"49","16849","16849","16849","2184.97802734375","2184.97802734375","2184.97802734375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16849","16849","16849","2.081587314605713","2.081587314605713","2.081587314605713","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"50","16850","16850","16850","2184.26953125","2184.26953125","2184.26953125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16850","16850","16850","2.0409677028656006","2.0409677028656006","2.0409677028656006","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"51","16851","16851","16851","2183.72119140625","2183.72119140625","2183.72119140625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16851","16851","16851","1.9509342908859253","1.9509342908859253","1.9509342908859253","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"52","16852","16852","16852","2185.424560546875","2185.424560546875","2185.424560546875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16852","16852","16852","2.007873058319092","2.007873058319092","2.007873058319092","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"53","16853","16853","16853","2175.70068359375","2175.70068359375","2175.70068359375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16853","16853","16853","1.9864870309829712","1.9864870309829712","1.9864870309829712","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"54","16854","16854","16854","2192.650634765625","2192.650634765625","2192.650634765625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16854","16854","16854","1.9891605377197266","1.9891605377197266","1.9891605377197266","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"55","16855","16855","16855","2181.78564453125","2181.78564453125","2181.78564453125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16855","16855","16855","2.0599300861358643","2.0599300861358643","2.0599300861358643","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"56","16856","16856","16856","2181.05615234375","2181.05615234375","2181.05615234375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16856","16856","16856","1.979944109916687","1.979944109916687","1.979944109916687","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"57","16857","16857","16857","2199.384033203125","2199.384033203125","2199.384033203125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16857","16857","16857","2.030268907546997","2.030268907546997","2.030268907546997","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"58","16858","16858","16858","2192.71240234375","2192.71240234375","2192.71240234375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16858","16858","16858","1.9901301860809326","1.9901301860809326","1.9901301860809326","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"59","16859","16859","16859","2174.14501953125","2174.14501953125","2174.14501953125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16859","16859","16859","1.9885473251342773","1.9885473251342773","1.9885473251342773","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"60","16860","16860","16860","2161.880859375","2161.880859375","2161.880859375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16860","16860","16860","2.0247297286987305","2.0247297286987305","2.0247297286987305","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"61","16861","16861","16861","2182.32763671875","2182.32763671875","2182.32763671875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16861","16861","16861","2.0471715927124023","2.0471715927124023","2.0471715927124023","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"62","16862","16862","16862","2169.082275390625","2169.082275390625","2169.082275390625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16862","16862","16862","2.0768373012542725","2.0768373012542725","2.0768373012542725","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"63","16863","16863","16863","2179.724609375","2179.724609375","2179.724609375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16863","16863","16863","1.931843876838684","1.931843876838684","1.931843876838684","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"64","16864","16864","16864","2165.459716796875","2165.459716796875","2165.459716796875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16864","16864","16864","1.9630693197250366","1.9630693197250366","1.9630693197250366","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"65","16865","16865","16865","2182.6650390625","2182.6650390625","2182.6650390625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16865","16865","16865","2.0405421257019043","2.0405421257019043","2.0405421257019043","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"66","16866","16866","16866","2178.73388671875","2178.73388671875","2178.73388671875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16866","16866","16866","2.0185775756835938","2.0185775756835938","2.0185775756835938","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"67","16867","16867","16867","2186.056640625","2186.056640625","2186.056640625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16867","16867","16867","1.9988594055175781","1.9988594055175781","1.9988594055175781","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"68","16868","16868","16868","2176.3427734375","2176.3427734375","2176.3427734375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16868","16868","16868","2.004822254180908","2.004822254180908","2.004822254180908","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"69","16869","16869","16869","2179.41650390625","2179.41650390625","2179.41650390625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16869","16869","16869","2.026729106903076","2.026729106903076","2.026729106903076","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"70","16870","16870","16870","2175.962646484375","2175.962646484375","2175.962646484375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16870","16870","16870","2.025209665298462","2.025209665298462","2.025209665298462","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"71","16871","16871","16871","2178.120361328125","2178.120361328125","2178.120361328125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16871","16871","16871","1.9882628917694092","1.9882628917694092","1.9882628917694092","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"72","16872","16872","16872","2176.8583984375","2176.8583984375","2176.8583984375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16872","16872","16872","2.00095272064209","2.00095272064209","2.00095272064209","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"73","16873","16873","16873","2177.142578125","2177.142578125","2177.142578125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16873","16873","16873","2.003131866455078","2.003131866455078","2.003131866455078","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"74","16874","16874","16874","2163.90625","2163.90625","2163.90625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16874","16874","16874","2.0274739265441895","2.0274739265441895","2.0274739265441895","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
