"Iteration","dim: 256 - _step","dim: 256 - _step__MIN","dim: 256 - _step__MAX","dim: 256 - benchmarks/kl","dim: 256 - benchmarks/kl__MIN","dim: 256 - benchmarks/kl__MAX","dim: 256 - benchmarks/baseline_kl","dim: 256 - benchmarks/baseline_kl__MIN","dim: 256 - benchmarks/baseline_kl__MAX","dim: 64 - _step","dim: 64 - _step__MIN","dim: 64 - _step__MAX","dim: 64 - benchmarks/kl","dim: 64 - benchmarks/kl__MIN","dim: 64 - benchmarks/kl__MAX","dim: 64 - benchmarks/baseline_kl","dim: 64 - benchmarks/baseline_kl__MIN","dim: 64 - benchmarks/baseline_kl__MAX","dim: 32 - _step","dim: 32 - _step__MIN","dim: 32 - _step__MAX","dim: 32 - benchmarks/kl","dim: 32 - benchmarks/kl__MIN","dim: 32 - benchmarks/kl__MAX","dim: 32 - benchmarks/baseline_kl","dim: 32 - benchmarks/baseline_kl__MIN","dim: 32 - benchmarks/baseline_kl__MAX","dim: 16 - _step","dim: 16 - _step__MIN","dim: 16 - _step__MAX","dim: 16 - benchmarks/kl","dim: 16 - benchmarks/kl__MIN","dim: 16 - benchmarks/kl__MAX","dim: 16 - benchmarks/baseline_kl","dim: 16 - benchmarks/baseline_kl__MIN","dim: 16 - benchmarks/baseline_kl__MAX"
"75","16875","16875","16875","2162.303466796875","2162.303466796875","2162.303466796875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16875","16875","16875","2.003833770751953","2.003833770751953","2.003833770751953","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"76","16876","16876","16876","2181.745361328125","2181.745361328125","2181.745361328125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16876","16876","16876","2.0342400074005127","2.0342400074005127","2.0342400074005127","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"77","16877","16877","16877","2181.507568359375","2181.507568359375","2181.507568359375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16877","16877","16877","1.9985384941101074","1.9985384941101074","1.9985384941101074","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"78","16878","16878","16878","2184.64208984375","2184.64208984375","2184.64208984375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16878","16878","16878","2.0489892959594727","2.0489892959594727","2.0489892959594727","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"79","16879","16879","16879","2191.236083984375","2191.236083984375","2191.236083984375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16879","16879","16879","2.020153045654297","2.020153045654297","2.020153045654297","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"80","16880","16880","16880","2189.71923828125","2189.71923828125","2189.71923828125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16880","16880","16880","2.073336601257324","2.073336601257324","2.073336601257324","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"81","16881","16881","16881","2174.15673828125","2174.15673828125","2174.15673828125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16881","16881","16881","2.010143995285034","2.010143995285034","2.010143995285034","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"82","16882","16882","16882","2170.250244140625","2170.250244140625","2170.250244140625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16882","16882","16882","2.038400650024414","2.038400650024414","2.038400650024414","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"83","16883","16883","16883","2177.43994140625","2177.43994140625","2177.43994140625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16883","16883","16883","2.031477928161621","2.031477928161621","2.031477928161621","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"84","16884","16884","16884","2176.861328125","2176.861328125","2176.861328125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16884","16884","16884","2.0512380599975586","2.0512380599975586","2.0512380599975586","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"85","16885","16885","16885","2177.231201171875","2177.231201171875","2177.231201171875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16885","16885","16885","2.0127854347229004","2.0127854347229004","2.0127854347229004","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"86","16886","16886","16886","2187.521484375","2187.521484375","2187.521484375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16886","16886","16886","2.006193161010742","2.006193161010742","2.006193161010742","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"87","16887","16887","16887","2166.34326171875","2166.34326171875","2166.34326171875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16887","16887","16887","1.975339412689209","1.975339412689209","1.975339412689209","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"88","16888","16888","16888","2175.25341796875","2175.25341796875","2175.25341796875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16888","16888","16888","2.0401058197021484","2.0401058197021484","2.0401058197021484","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"89","16889","16889","16889","2181.83154296875","2181.83154296875","2181.83154296875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16889","16889","16889","2.0222458839416504","2.0222458839416504","2.0222458839416504","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"90","16890","16890","16890","2187.58740234375","2187.58740234375","2187.58740234375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16890","16890","16890","2.037367582321167","2.037367582321167","2.037367582321167","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"91","16891","16891","16891","2179.9609375","2179.9609375","2179.9609375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16891","16891","16891","2.079575538635254","2.079575538635254","2.079575538635254","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"92","16892","16892","16892","2173.8125","2173.8125","2173.8125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16892","16892","16892","2.0239579677581787","2.0239579677581787","2.0239579677581787","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"93","16893","16893","16893","2179.89892578125","2179.89892578125","2179.89892578125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16893","16893","16893","2.063621997833252","2.063621997833252","2.063621997833252","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"94","16894","16894","16894","2175.076171875","2175.076171875","2175.076171875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16894","16894","16894","1.9487690925598145","1.9487690925598145","1.9487690925598145","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"95","16895","16895","16895","2177.59521484375","2177.59521484375","2177.59521484375","0.2431992143392563","0.2431992143392563","0.2431992143392563","16895","16895","16895","2.0313363075256348","2.0313363075256348","2.0313363075256348","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"96","16896","16896","16896","2178.759765625","2178.759765625","2178.759765625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16896","16896","16896","2.02388072013855","2.02388072013855","2.02388072013855","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"97","16897","16897","16897","2197.15478515625","2197.15478515625","2197.15478515625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16897","16897","16897","2.007631301879883","2.007631301879883","2.007631301879883","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"98","16898","16898","16898","2189.46923828125","2189.46923828125","2189.46923828125","0.2431992143392563","0.2431992143392563","0.2431992143392563","16898","16898","16898","2.046182155609131","2.046182155609131","2.046182155609131","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"99","16899","16899","16899","2169.654296875","2169.654296875","2169.654296875","0.2431992143392563","0.2431992143392563","0.2431992143392563","16899","16899","16899","2.0288453102111816","2.0288453102111816","2.0288453102111816","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
"100","16900","16900","16900","2185.455322265625","2185.455322265625","2185.455322265625","0.2431992143392563","0.2431992143392563","0.2431992143392563","16900","16900","16900","2.0338635444641113","2.0338635444641113","2.0338635444641113","0.05669580399990082","0.05669580399990082","0.05669580399990082","","","","","","","","","","","","","","","","","",""
